id,b,c,v,t
26023027,26,23,27,"Thus will I make your lewdness to cease from you, and your prostitution [brought] from the land of Egypt; so that you shall not lift up your eyes to them, nor remember Egypt any more."
26023028,26,23,28,"For thus says the Lord Yahweh: Behold, I will deliver you into the hand of them whom you hate, into the hand of them from whom your soul is alienated;"
26023029,26,23,29,"and they shall deal with you in hatred, and shall take away all your labor, and shall leave you naked and bare; and the nakedness of your prostitution shall be uncovered, both your lewdness and your prostitution."
26023030,26,23,30,"These things shall be done to you, because you have played the prostitute after the nations, and because you are polluted with their idols."
26023031,26,23,31,You have walked in the way of your sister; therefore will I give her cup into your hand.
26023032,26,23,32,"Thus says the Lord Yahweh: You shall drink of your sister's cup, which is deep and large; you shall ridiculed and had in derision; it contains much."
26023033,26,23,33,"You shall be filled with drunkenness and sorrow, with the cup of astonishment and desolation, with the cup of your sister Samaria."
26023034,26,23,34,"You shall even drink it and drain it out, and you shall gnaw the broken pieces of it, and shall tear your breasts; for I have spoken it, says the Lord Yahweh."
26023035,26,23,35,"Therefore thus says the Lord Yahweh: Because you have forgotten me, and cast me behind your back, therefore bear you also your lewdness and your prostitution."
26023036,26,23,36,"Yahweh said moreover to me: Son of man, will you judge Oholah and Oholibah? then declare to them their abominations."
26023037,26,23,37,"For they have committed adultery, and blood is in their hands; and with their idols have they committed adultery; and they have also caused their sons, whom they bore to me, to pass through [the fire] to them to be devoured."
26023038,26,23,38,"Moreover this they have done to me: they have defiled my sanctuary in the same day, and have profaned my Sabbaths."
26023039,26,23,39,"For when they had slain their children to their idols, then they came the same day into my sanctuary to profane it; and, behold, thus have they done in the midst of my house."
26023040,26,23,40,"Furthermore you have sent for men who come from far, to whom a messenger was sent, and, behold, they came; for whom you did wash yourself, paint your eyes, and deck yourself with ornaments,"
26023041,26,23,41,"and sit on a stately bed, with a table prepared before it, whereupon you did set my incense and my oil."
26023042,26,23,42,"The voice of a multitude being at ease was with her: and with men of the common sort were brought drunkards from the wilderness; and they put bracelets on the hands of them [twain], and beautiful crowns on their heads."
26023043,26,23,43,"Then said I of her who was old in adulteries, Now will they play the prostitute with her, and she [with them]."
26023044,26,23,44,"They went in to her, as they go in to a prostitute: so went they in to Oholah and to Oholibah, the lewd women."
26023045,26,23,45,"Righteous men, they shall judge them with the judgment of adulteresses, and with the judgment of women who shed blood; because they are adulteresses, and blood is in their hands."
26023046,26,23,46,"For thus says the Lord Yahweh: I will bring up a company against them, and will give them to be tossed back and forth and robbed."
26023047,26,23,47,"The company shall stone them with stones, and dispatch them with their swords; they shall kill their sons and their daughters, and burn up their houses with fire."
26023048,26,23,48,"Thus will I cause lewdness to cease out of the land, that all women may be taught not to do after your lewdness."
26023049,26,23,49,"They shall recompense your lewdness on you, and you shall bear the sins of your idols; and you shall know that I am the Lord Yahweh."
26024001,26,24,1,"Again, in the ninth year, in the tenth month, in the tenth [day] of the month, the word of Yahweh came to me, saying,"
26024002,26,24,2,"Son of man, write you the name of the day, [even] of this same day: the king of Babylon drew close to Jerusalem this same day."
26024003,26,24,3,"Utter a parable to the rebellious house, and tell them, Thus says the Lord Yahweh, Set on the caldron, set it on, and also pour water into it:"
26024004,26,24,4,"gather the pieces of it into it, even every good piece, the thigh, and the shoulder; fill it with the choice bones."
26024005,26,24,5,"Take the choice of the flock, and also a pile [of wood] for the bones under [the caldron]; make it boil well; yes, let the bones of it be boiled in the midst of it."
26024006,26,24,6,"Therefore thus says the Lord Yahweh: Woe to the bloody city, to the caldron whose rust is therein, and whose rust is not gone out of it! take out of it piece after piece; No lot is fallen on it."
26024007,26,24,7,"For her blood is in the midst of her; she set it on the bare rock; she didn't pour it on the ground, to cover it with dust."
26024008,26,24,8,"That it may cause wrath to come up to take vengeance, I have set her blood on the bare rock, that it should not be covered."
26024009,26,24,9,Therefore thus says the Lord Yahweh: Woe to the bloody city! I also will make the pile great.
26024010,26,24,10,"Heap on the wood, make the fire hot, boil well the flesh, and make thick the broth, and let the bones be burned."
26024011,26,24,11,"Then set it empty on the coals of it, that it may be hot, and the brass of it may burn, and that the filthiness of it may be molten in it, that the rust of it may be consumed."
26024012,26,24,12,She has wearied [herself] with toil; yet her great rust doesn't go forth out of her; her rust doesn't [go forth] by fire.
26024013,26,24,13,"In your filthiness is lewdness: because I have cleansed you and you weren't cleansed, you shall not be cleansed from your filthiness any more, until I have caused my wrath toward you to rest."
26024014,26,24,14,"I, Yahweh, have spoken it: it shall happen, and I will do it: I will not go back, neither will I spare, neither will I repent; according to your ways, and according to your doings, shall they judge you, says the Lord Yahweh."
